"gene_id"	"C1A"	"C1B"	"C2A"	"C2B"	"C5A"	"C5B"	"H1A"	"H1B"	"H2A"	"H2B"	"H5A"	"H5B"
"g10407"	0	0	0	0	0	0	0	0	0	0	0	0
"g10408"	15	17	10	14	29	32	3	24	11	13	16	3
"g10409"	12	38	22	20	34	18	18	17	16	3	20	2
"g1041"	145	101	59	47	81	89	49	116	77	28	116	15
"g10410"	36	48	27	26	77	40	32	61	51	16	48	8
"g10411"	0	7	0	0	9	0	0	0	0	0	0	0
"g10412"	17	19	7	7	29	27	11	11	18	13	21	4
"g10413"	10	1	0	9	5	6	3	2	10	0	5	3
"g10414"	33	136	27	15	81	83	56	137	82	21	103	27
"g10415"	0	0	0	0	4	0	0	0	0	0	0	0
"g10416"	33	90	75	32	70	97	33	101	57	46	95	11
"g10417"	0	0	0	0	2	0	0	2	0	0	0	0
"g10418"	0	0	0	0	1	0	0	0	0	0	0	0
"g10419"	0	0	0	0	0	0	0	0	0	0	0	0
"g1042"	0	0	0	0	0	1	1	0	0	4	0	0
"g10420"	109	166	92	75	143	182	76	204	197	37	177	26
"g10421"	0	0	0	0	0	0	0	0	0	0	0	0
"g10422"	136	117	85	67	145	161	98	153	188	48	144	21
"g10423"	7	10	9	14	15	14	5	10	12	3	11	2
"g10424"	1	0	0	0	0	0	0	0	0	0	3	0
"g10425"	0	0	0	0	0	0	0	0	0	0	0	0
"g10426"	0	0	1	2	0	3	2	3	0	0	0	0
"g10427"	32	43	24	15	25	36	26	47	47	15	36	11
"g10428"	2	0	0	0	2	3	0	2	2	0	9	0
"g10429"	7	1	0	0	0	1	0	0	0	1	0	0
"g1043"	409	759	644	420	867	1099	439	757	854	362	756	273
"g10430"	10	5	5	4	4	8	4	3	4	0	3	0
"g10431"	82	91	63	58	114	108	61	86	80	56	100	4
"g10432"	11	28	9	11	9	28	4	13	10	3	11	2
"g10433"	290	388	250	175	373	344	230	399	316	112	354	49
"g10434"	124	178	110	89	197	240	113	195	177	69	191	74
"g10435"	0	2	1	0	0	2	0	0	0	0	0	0
"g10436"	65	233	103	79	151	198	78	153	126	66	221	38
"g10437"	12	7	12	4	6	8	5	13	11	5	12	0
"g10438"	0	0	0	0	0	0	0	0	0	0	0	0
"g10439"	44	104	52	39	128	80	65	71	48	62	92	8
"g1044"	0	0	0	0	1	0	0	0	0	0	0	0
"g10440"	0	0	0	0	0	0	1	0	0	0	0	0
"g10441"	0	0	0	0	0	0	0	0	0	0	0	0
"g10442"	37	37	16	95	48	50	18	31	60	32	35	33
"g10443"	0	0	0	0	0	0	0	0	0	0	0	0
"g10444"	19	7	10	2	16	13	3	13	2	1	19	15
"g10445"	0	0	0	0	0	0	0	0	0	0	0	0
"g10446"	0	0	0	0	0	1	0	0	0	0	0	0
"g10447"	48	91	59	33	96	99	53	102	74	39	91	17
"g10448"	0	0	0	0	0	0	0	0	0	0	0	0
"g10449"	31	32	19	15	32	40	29	40	32	4	36	1
"g1045"	496	800	544	363	808	1096	505	911	902	423	848	171
"g10450"	0	0	0	0	0	0	8	0	0	0	2	0
"g10451"	15	28	8	4	12	12	19	29	17	7	25	2
"g10452"	0	0	0	0	0	0	0	0	0	0	0	0
"g10453"	4	8	18	7	4	3	4	11	33	3	5	0
"g10454"	0	0	0	0	0	0	0	0	0	0	0	0
"g10455"	0	0	0	0	0	0	0	0	0	0	0	0
"g10456"	0	0	0	0	0	0	0	0	0	0	0	0
"g10457"	0	0	0	0	0	0	0	0	0	0	0	0
"g10458"	0	0	0	0	0	0	0	0	0	0	0	0
"g10459"	0	0	0	0	0	0	0	0	0	0	0	0
"g1046"	20	28	19	17	32	13	12	27	34	10	31	1
"g10460"	0	0	0	0	0	0	0	0	0	0	0	0
"g10461"	0	0	0	0	0	0	0	0	0	0	0	0
"g10462"	0	0	0	0	0	0	0	0	0	0	0	0
"g10463"	0	0	0	0	0	0	0	0	0	0	0	0
"g10464"	0	0	0	0	0	0	0	0	0	0	0	0
"g10465"	0	0	0	0	0	0	0	0	0	0	0	0
"g10466"	0	0	0	0	0	0	0	0	0	0	0	0
"g10467"	0	0	0	0	0	0	0	0	0	0	0	0
"g10468"	0	0	0	0	0	0	0	0	0	0	0	0
"g10469"	0	0	0	0	0	0	0	0	0	0	0	0
"g1047"	107	101	69	33	118	143	66	87	75	44	96	3
"g10470"	0	0	0	0	0	0	0	0	0	0	0	0
"g10471"	0	0	0	0	0	0	0	0	0	0	0	0
"g10472"	0	0	0	0	0	0	0	0	0	0	0	0
"g10473"	0	0	0	0	0	0	0	0	0	0	0	0
"g10474"	0	0	0	0	0	0	0	0	0	0	0	0
"g10475"	0	0	0	0	0	0	0	0	0	0	0	0
"g10476"	0	0	0	0	0	0	0	0	0	0	0	2
"g10477"	2	5	1	1	7	10	3	5	2	1	4	0
"g10478"	0	0	0	0	0	0	0	0	0	0	0	0
"g10479"	32	79	28	25	67	74	27	53	33	19	46	14
"g1048"	10	3	3	0	4	0	2	1	1	2	4	1
"g10480"	0	0	0	0	0	0	0	0	0	0	0	0
"g10481"	6	1	0	0	0	0	0	3	1	1	0	0
"g10482"	0	0	0	0	0	0	0	0	0	0	0	0
"g10483"	0	0	0	0	0	0	0	0	0	0	0	0
"g10484"	0	0	0	0	0	0	0	1	0	0	0	0
"g10485"	2	3	2	2	3	6	10	8	3	1	3	0
"g10486"	82	58	34	15	24	45	14	55	22	25	40	13
"g10487"	0	0	0	0	1	0	0	0	0	0	2	0
"g10488"	9	6	7	1	15	4	5	15	18	1	28	1
"g10489"	3	21	5	19	10	20	3	13	6	4	3	0
"g1049"	10	1	0	0	0	0	1	0	0	0	1	0
"g10490"	2365	3470	2246	2163	4460	4706	2435	4102	3987	1542	4241	986
"g10491"	0	12	10	4	7	27	6	19	6	0	23	3
"g10492"	79	140	51	41	123	148	85	115	88	35	125	60
"g10493"	1	15	0	2	0	5	1	1	1	0	0	0
"g10494"	407	590	284	196	448	590	357	622	455	152	544	161
"g10495"	0	0	0	0	0	0	0	0	0	0	0	0
"g10496"	2	0	0	0	0	0	1	2	13	0	1	0
"g10497"	0	5	0	6	0	4	1	13	7	2	2	0
"g10498"	30	50	6	36	42	79	33	40	58	11	43	12
"g10499"	110	230	55	25	244	185	86	218	46	34	181	30
"g105"	0	0	0	0	0	0	0	1	0	0	0	0
"g1050"	89	81	47	22	65	69	44	116	61	43	84	11
"g10500"	0	2	1	0	0	0	2	7	0	0	2	0
"g10501"	4	4	1	4	7	4	3	8	7	1	3	0
"g10502"	125	160	129	105	155	182	159	153	153	61	200	68
"g10503"	223	158	116	62	149	130	29	226	117	73	149	10
"g10504"	78	121	44	42	130	102	111	127	127	38	137	29
"g10505"	4	25	17	5	18	17	4	16	14	6	24	3
"g10506"	36	65	45	25	72	90	58	85	73	18	61	23
"g10507"	184	380	175	187	428	354	187	324	325	176	330	67
"g10508"	0	2	0	0	1	0	3	0	14	0	0	0
"g10509"	10	1	1	0	6	3	2	4	4	0	1	0
"g1051"	95	95	57	27	82	101	51	91	61	28	112	14
"g10510"	82	98	55	44	87	117	100	95	121	63	112	25
"g10511"	0	0	0	0	0	0	0	0	0	0	0	0
"g10512"	6	3	6	1	1	10	2	2	1	0	6	3
"g10513"	0	0	0	0	0	0	0	0	0	0	0	0
"g10514"	1	0	1	2	0	0	2	1	2	0	0	0
"g10515"	58	76	43	43	83	111	69	70	77	23	73	18
"g10516"	4	12	1	3	18	8	6	17	6	7	9	0
"g10517"	1	0	0	0	0	0	0	0	0	0	0	0
"g10518"	13	19	7	7	17	15	16	17	10	4	24	1
"g10519"	73	49	51	19	58	116	53	60	54	17	61	14
"g1052"	16	12	9	1	13	37	2	11	20	23	2	3
"g10520"	17	11	18	4	11	7	2	8	7	2	3	0
"g10521"	0	0	0	0	10	0	0	1	0	0	1	0
"g10522"	166	240	123	141	280	228	137	294	192	78	253	24
"g10523"	0	2	0	0	2	1	0	1	0	0	1	0
"g10524"	1	8	1	3	4	2	1	2	3	0	9	0
"g10525"	0	1	0	0	0	1	0	0	0	0	6	0
"g10526"	0	0	0	0	0	0	0	0	0	0	0	0
"g10527"	15	0	2	8	9	4	9	12	7	2	5	0
"g10528"	41	53	40	30	46	39	41	46	49	25	86	16
"g10529"	0	0	0	0	0	0	0	0	0	0	0	0
"g1053"	4	7	1	3	5	7	11	13	5	1	12	1
"g10530"	0	0	0	2	6	0	1	0	0	0	0	0
"g10531"	18	27	10	11	36	25	42	38	30	13	56	8
"g10532"	0	0	1	0	0	0	0	0	0	0	0	0
"g10533"	218	331	222	194	416	417	222	363	285	137	348	55
"g10534"	0	1	0	1	9	5	0	0	4	1	14	0
"g10535"	3	7	5	4	14	9	5	12	6	11	4	4
"g10536"	33	50	32	35	67	60	28	69	45	18	59	12
"g10537"	0	0	0	0	0	0	0	0	0	0	0	0
"g10538"	0	0	0	0	0	0	0	1	1	0	1	0
"g10539"	0	0	0	0	0	0	0	1	0	0	0	0
"g1054"	5	24	9	7	4	18	7	22	17	3	11	8
"g10540"	5	16	12	2	36	35	9	9	20	14	19	8
"g10541"	12	14	11	6	15	6	7	9	20	3	11	1
"g10542"	251	426	215	192	325	302	201	414	328	100	371	73
"g10543"	11	0	0	4	0	3	6	4	6	1	3	0
"g10544"	8	4	0	0	2	3	11	8	5	0	13	4
"g10545"	0	3	2	0	0	3	1	0	2	2	1	0
"g10546"	20	54	40	37	56	73	20	71	87	18	58	4
"g10547"	24	9	3	5	53	17	17	22	40	2	21	10
"g10548"	0	1	0	3	10	7	3	18	0	0	1	0
"g10549"	6	13	6	27	25	16	4	6	2	3	33	6
"g1055"	0	5	0	1	1	1	1	4	2	2	3	0
"g10550"	81	112	70	27	102	135	39	67	97	49	61	22
"g10551"	3	7	6	10	33	8	11	4	1	7	2	1
"g10552"	11	5	5	5	9	15	1	18	25	10	14	3
"g10553"	30	38	19	22	34	57	17	41	32	21	34	9
"g10554"	46	52	40	42	67	100	49	79	142	24	92	39
"g10555"	0	0	0	0	0	0	0	0	0	0	0	0
"g10556"	0	2	0	0	0	0	0	0	0	0	0	0
"g10557"	9	15	13	6	44	23	5	9	2	3	30	0
"g10558"	9	44	16	8	31	29	12	29	20	13	47	1
"g10559"	0	2	4	6	4	6	0	10	6	1	3	1
"g1056"	277	383	254	188	456	538	299	387	362	138	332	121
"g10560"	280	340	213	171	432	397	219	432	400	96	394	37
"g10561"	0	0	0	0	0	0	0	0	0	0	0	0
"g10562"	8	36	8	13	13	24	40	32	36	11	22	7
"g10563"	4	11	3	2	9	28	7	6	25	6	23	0
"g10564"	0	0	0	0	0	0	0	2	0	0	0	0
"g10565"	3	10	8	6	14	3	6	18	14	6	8	1
"g10566"	0	0	0	0	0	0	0	0	0	0	0	0
"g10567"	18	21	21	15	24	26	13	20	22	15	31	4
"g10568"	0	0	0	0	0	0	0	0	0	0	0	0
"g10569"	0	0	0	0	0	0	0	0	0	1	1	0
"g1057"	0	0	0	0	0	0	0	0	0	0	0	0
"g10570"	9	5	0	1	0	3	9	1	2	0	7	1
"g10571"	106	98	59	94	153	130	97	156	179	57	165	30
"g10572"	12	33	10	9	34	21	16	21	13	10	16	3
"g10573"	29	32	42	23	52	43	13	39	29	4	19	2
"g10574"	0	0	0	0	0	3	0	3	0	0	0	0
"g10575"	6	6	2	1	1	5	3	4	2	0	3	0
"g10576"	28	73	41	51	61	68	10	65	51	20	49	37
"g10577"	0	2	2	1	5	26	0	5	0	1	7	0
"g10578"	22	90	19	34	85	26	36	78	40	9	100	1
"g10579"	39	65	29	40	67	59	36	79	39	9	76	16
"g1058"	44	47	28	35	57	90	17	46	69	30	74	10
"g10580"	0	0	0	0	0	1	0	3	0	0	1	0
"g10581"	9	11	11	10	19	30	27	50	42	6	28	3
"g10582"	29	51	10	6	24	55	18	23	34	22	42	6
"g10583"	31	41	36	11	40	46	22	49	28	18	62	2
"g10584"	0	0	0	0	0	0	0	0	0	0	0	0
"g10585"	6	0	0	0	0	0	1	2	0	1	0	0
"g10586"	0	0	0	0	0	0	0	0	0	0	0	0
"g10587"	4	10	2	4	21	15	5	6	7	1	15	1
"g10588"	88	112	69	32	75	39	33	90	98	31	58	4
"g10589"	0	0	0	0	0	0	0	0	0	0	0	0
"g1059"	0	0	0	0	0	0	0	0	0	0	0	0
"g10590"	7	7	7	9	11	9	4	4	19	3	7	0
"g10591"	7	21	26	7	11	24	6	11	19	9	15	5
"g10592"	4	0	0	0	0	0	0	0	0	0	0	0
"g10593"	71	75	92	38	116	146	69	108	95	42	118	16
"g10594"	0	0	0	0	0	2	0	0	0	0	1	0
"g10595"	6	1	2	1	2	2	3	3	1	2	3	1
"g10596"	0	2	2	0	0	6	0	0	2	0	5	0
"g10597"	32	48	31	33	57	38	31	61	43	21	67	8
"g10598"	223	376	245	237	388	576	245	470	333	195	433	110
"g10599"	0	3	0	0	0	0	0	1	0	0	0	0
"g106"	23	33	14	13	30	47	24	49	33	16	31	5
"g1060"	0	0	0	0	0	0	0	0	0	0	0	0
"g10600"	0	4	0	0	1	4	0	0	0	0	2	0
"g10601"	28	40	12	25	32	41	18	47	58	12	53	4
"g10602"	0	0	0	0	0	0	0	0	0	0	6	0
"g10603"	0	0	0	0	0	0	0	3	0	0	0	0
"g10604"	59	78	71	30	85	95	48	128	69	32	65	13
"g10605"	1	29	1	9	8	3	4	18	2	1	13	0
"g10606"	1	0	0	0	0	1	0	0	1	0	0	0
"g10607"	0	0	0	0	0	0	0	0	0	0	0	0
"g10608"	94	91	88	46	125	126	62	140	95	25	121	19
"g10609"	0	0	0	1	0	0	0	0	0	0	0	0
"g1061"	10	9	0	1	18	11	8	9	18	31	16	5
"g10610"	4	0	0	0	0	0	0	3	0	0	0	0
"g10611"	19	6	3	4	16	12	17	8	11	3	7	3
"g10612"	0	0	0	0	0	0	0	0	0	0	0	0
"g10613"	0	0	0	0	0	9	0	0	0	0	0	0
"g10614"	59	10	4	21	14	19	27	51	24	16	40	7
"g10615"	1	0	3	0	0	1	2	0	0	0	1	0
"g10616"	0	9	0	0	0	0	0	0	0	0	9	0
"g10617"	0	0	0	0	0	2	0	0	0	0	1	0
"g10618"	0	0	0	0	0	0	0	0	0	0	0	0
"g10619"	0	4	2	0	1	0	0	0	0	0	0	0
"g1062"	119	125	86	61	228	183	107	179	172	73	152	17
"g10620"	87	157	51	53	92	101	58	104	121	52	157	27
"g10621"	0	6	0	2	6	0	1	0	0	0	4	0
"g10622"	1	5	6	1	9	17	1	10	20	6	15	1
"g10623"	15	42	16	17	41	18	35	42	58	12	49	5
"g10624"	11	21	4	17	18	38	15	21	26	17	20	4
"g10625"	35	39	26	22	56	27	42	51	36	38	38	18
"g10626"	11	10	2	0	1	2	5	7	2	1	7	0
"g10627"	65	32	14	21	48	61	14	45	41	29	53	4
"g10628"	29	50	24	19	48	31	23	53	25	10	46	0
"g10629"	19	20	15	8	19	9	2	13	16	11	16	0
"g1063"	34	44	15	14	54	28	16	44	47	13	36	9
"g10630"	0	0	0	0	0	0	0	0	0	0	0	0
"g10631"	0	0	0	0	0	1	0	0	0	0	0	0
"g10632"	43	86	55	46	115	71	47	88	59	21	76	3
"g10633"	0	3	0	0	0	0	0	0	0	0	0	0
"g10634"	0	0	0	0	0	0	0	0	0	0	0	0
"g10635"	0	0	0	0	0	0	0	0	0	0	0	0
"g10636"	0	0	0	0	0	0	0	0	0	0	0	0
"g10637"	0	0	0	0	0	0	0	0	0	0	0	0
"g10638"	0	0	0	0	0	0	0	0	0	0	0	0
"g10639"	0	0	0	0	0	0	0	0	0	0	0	0
"g1064"	12	8	0	0	3	10	5	2	10	3	27	2
"g10640"	0	0	0	0	0	0	0	0	0	0	0	0
"g10641"	0	0	0	0	0	0	0	0	0	0	0	0
"g10642"	0	0	0	0	0	0	0	0	0	0	0	0
"g10643"	0	0	0	0	0	0	0	0	0	0	0	0
"g10644"	0	0	0	0	0	0	0	0	0	0	0	0
"g10645"	0	0	0	0	0	0	0	0	0	0	0	0
"g10646"	0	0	0	0	0	0	0	0	0	0	0	0
"g10647"	0	0	0	0	0	0	0	0	0	0	0	0
"g10648"	0	0	0	0	0	0	0	0	0	0	0	0
"g10649"	0	0	0	0	0	0	0	0	0	0	0	0
"g1065"	0	0	0	0	0	0	0	0	0	0	0	0
"g10650"	0	0	0	0	0	0	0	0	0	0	0	0
"g10651"	0	0	0	0	0	0	0	0	0	0	0	0
"g10652"	0	0	0	0	0	0	0	0	0	0	0	0
"g10653"	0	0	0	0	0	0	0	0	0	0	0	0
"g10654"	0	0	0	0	0	0	0	0	0	0	0	0
"g10655"	0	0	0	0	0	0	0	0	0	0	0	0
"g10656"	0	0	0	0	0	0	0	0	0	0	0	0
"g10657"	0	0	0	0	0	0	0	0	0	0	0	0
"g10658"	0	0	0	0	0	0	0	0	0	0	0	0
"g10659"	0	0	0	0	0	0	0	0	0	0	0	0
"g1066"	2	0	1	1	1	0	2	1	1	0	7	0
"g10660"	0	0	0	0	0	0	0	0	0	0	0	0
"g10661"	0	0	0	0	0	0	0	0	0	0	0	0
"g10662"	0	0	0	0	0	0	0	0	0	0	0	0
"g10663"	0	0	0	0	0	0	0	0	0	0	0	0
"g10664"	0	0	0	0	0	0	0	0	0	0	0	0
"g10665"	0	2	0	6	12	1	1	0	2	0	7	0
"g10666"	7	2	0	0	0	1	0	3	0	0	4	0
"g10667"	27	13	22	20	16	36	2	27	30	19	32	2
"g10668"	41	22	21	20	43	37	26	30	37	11	36	3
"g10669"	0	0	0	0	0	0	0	0	0	0	0	0
"g1067"	0	0	0	0	0	0	0	0	0	0	0	0
"g10670"	4	11	8	2	5	8	5	5	9	6	12	1
"g10671"	5	3	2	3	2	2	5	4	7	1	2	1
"g10672"	0	2	1	2	7	1	1	7	4	1	3	0
"g10673"	4	20	2	5	15	7	8	7	10	3	8	0
"g10674"	23	25	4	8	31	9	1	17	15	2	28	3
"g10675"	1	3	0	8	11	7	3	2	1	3	8	0
"g10676"	19	13	14	2	14	20	10	40	14	5	22	2
"g10677"	0	1	3	0	0	1	1	0	5	0	6	3
"g10678"	0	1	8	1	2	2	0	4	1	0	3	0
"g10679"	34	23	31	12	30	33	17	36	31	11	16	5
"g1068"	1	5	3	0	1	2	2	3	3	1	9	0
"g10680"	2	2	0	0	2	0	1	0	0	0	1	1
"g10681"	33	28	8	5	20	32	20	37	12	6	32	6
"g10682"	0	0	1	0	0	1	0	0	0	4	1	0
"g10683"	26	26	30	17	27	23	28	47	40	16	34	11
"g10684"	0	0	0	0	0	0	0	0	0	0	1	0
"g10685"	0	0	0	0	0	0	0	0	0	0	0	0
"g10686"	17	10	10	2	8	9	15	13	15	5	14	2
"g10687"	24	39	23	17	61	98	50	35	67	15	30	28
"g10688"	0	0	0	0	0	0	0	0	0	0	0	0
"g10689"	168	268	84	102	321	176	102	196	206	76	258	24
"g1069"	6	9	10	11	16	15	10	22	26	18	10	0
"g10690"	42	127	79	32	184	132	59	106	109	16	78	33
"g10691"	2	5	1	1	9	1	2	0	17	0	1	1
"g10692"	0	0	0	0	0	0	0	0	0	0	0	0
"g10693"	0	0	0	0	0	0	0	0	0	0	0	0
"g10694"	0	3	0	0	0	0	0	0	0	0	1	0
"g10695"	7	81	3	20	26	26	50	34	63	6	25	9
"g10696"	48	26	50	17	24	40	25	35	53	7	31	13
"g10697"	0	0	0	0	0	0	0	0	0	0	0	0
"g10698"	20	14	10	9	26	20	13	14	15	2	38	0
"g10699"	79	96	49	36	76	73	37	102	82	35	117	15
"g107"	0	0	0	0	0	1	0	0	0	0	0	1
"g1070"	35	50	27	25	31	28	20	40	50	29	52	12
"g10700"	0	0	0	0	0	0	0	0	0	0	0	0
"g10701"	19	29	10	10	14	17	14	30	29	19	23	7
"g10702"	69	55	17	18	50	58	49	59	48	29	42	4
"g10703"	0	0	1	0	2	0	2	0	0	0	0	0
"g10704"	65	152	88	28	109	95	66	128	111	24	128	25
"g10705"	59	139	85	47	90	133	32	138	106	12	148	9
"g10706"	0	0	0	0	0	0	0	0	0	0	0	0
"g10707"	0	0	0	0	0	0	1	11	0	0	0	0
"g10708"	31	22	15	12	33	28	21	26	23	11	33	4
"g10709"	1	8	0	1	0	2	0	0	3	0	8	0
"g1071"	0	0	0	0	0	0	0	0	0	0	0	0
"g10710"	99	116	87	58	132	154	90	142	248	45	155	64
"g10711"	25	25	17	16	34	25	12	28	31	6	34	2
"g10712"	1	0	0	0	0	1	2	0	1	0	0	0
"g10713"	0	0	0	0	0	0	0	0	0	0	0	0
"g10714"	0	0	0	0	0	1	0	3	0	0	0	0
"g10715"	0	0	0	0	0	0	0	0	0	0	0	0
"g10716"	0	0	0	0	0	0	0	0	0	0	0	0
"g10717"	0	0	0	0	0	0	0	0	0	0	4	0
"g10718"	0	7	0	0	0	5	1	2	0	2	9	0
"g10719"	6	8	7	12	15	9	9	18	20	2	13	10
"g1072"	8	20	12	2	48	56	2	16	17	12	29	7
"g10720"	12	18	24	17	36	18	8	31	9	1	10	0
"g10721"	3	19	1	0	14	2	2	4	14	0	0	0
"g10722"	22	29	15	17	22	28	9	30	31	17	31	8
"g10723"	74	84	38	23	111	43	33	97	22	26	73	2
"g10724"	0	1	0	0	0	0	0	0	0	0	0	0
"g10725"	0	0	0	0	0	0	0	0	0	0	0	0
"g10726"	0	11	0	0	3	7	0	0	0	0	2	0
"g10727"	124	147	75	58	175	122	108	178	153	57	165	33
"g10728"	0	0	0	0	0	0	0	0	0	0	0	0
"g10729"	0	2	0	2	0	2	2	0	1	0	2	0
"g1073"	54	81	47	28	59	81	31	82	54	28	55	11
"g10730"	2	1	1	0	0	1	0	2	8	0	3	0
"g10731"	0	0	0	0	2	1	0	0	0	0	0	0
"g10732"	0	0	0	0	0	0	0	0	0	0	0	0
"g10733"	79	80	53	50	74	51	65	75	57	15	135	4
"g10734"	26	13	29	13	20	43	7	32	34	4	18	13
"g10735"	0	0	0	2	2	6	3	6	0	1	3	3
"g10736"	4	2	2	1	1	1	0	3	1	0	1	0
"g10737"	2	8	1	2	2	5	14	2	8	0	6	3
"g10738"	0	0	0	0	0	0	0	0	0	0	0	0
"g10739"	12	9	0	2	6	10	6	11	6	19	5	2
"g1074"	17	13	24	14	28	25	26	29	49	24	29	0
"g10740"	24	10	4	11	17	30	9	8	9	1	31	0
"g10741"	3	6	9	3	8	5	1	9	8	7	4	1
"g10742"	4	17	8	7	6	20	4	7	10	7	22	0
"g10743"	7	5	4	3	8	11	3	6	8	0	6	1
"g10744"	8	6	15	3	9	7	7	7	11	23	16	2
"g10745"	18	46	29	28	35	33	21	40	42	21	40	1
"g10746"	0	0	0	0	0	0	0	0	0	0	1	0
"g10747"	12	36	36	9	16	11	19	33	15	14	27	4
"g10748"	20	16	6	5	24	8	6	11	15	1	24	0
"g10749"	0	0	0	0	0	0	0	0	0	0	0	0
"g1075"	1	7	11	0	3	7	0	7	4	7	1	3
"g10750"	46	64	65	18	87	75	35	73	93	30	72	17
"g10751"	4	3	5	0	7	8	10	18	7	11	43	3
"g10752"	27	34	23	21	41	20	28	34	15	15	28	10
"g10753"	19	10	8	8	10	21	17	13	25	16	20	2
"g10754"	0	2	0	2	3	1	4	5	0	0	4	3
"g10755"	0	0	0	0	0	0	0	0	0	0	0	0
"g10756"	21	12	6	3	5	15	6	16	9	5	21	2
"g10757"	0	1	0	0	0	0	2	0	0	0	0	0
"g10758"	28	46	27	29	40	47	28	48	32	10	46	2
"g10759"	275	416	185	83	322	217	180	380	285	83	247	47
"g1076"	24	47	36	41	60	75	32	69	33	13	50	17
"g10760"	5	3	5	3	4	5	1	5	3	1	1	2
"g10761"	125	109	26	14	96	100	65	89	79	21	64	17
"g10762"	44	119	89	40	91	104	73	117	84	20	126	8
"g10763"	0	0	4	0	5	0	0	2	0	0	0	0
"g10764"	0	0	0	0	0	0	0	0	0	0	0	0
"g10765"	33	35	51	20	37	22	26	50	62	13	36	5
"g10766"	19	36	13	12	25	36	22	38	38	19	32	5
"g10767"	29	52	33	7	46	27	32	50	81	19	30	3
"g10768"	0	1	0	1	0	0	0	4	0	9	0	0
"g10769"	0	0	0	0	4	0	0	0	0	0	0	0
"g1077"	0	0	0	0	0	0	0	0	0	0	0	0
"g10770"	0	0	0	0	0	0	0	0	0	0	0	0
"g10771"	13	33	24	19	58	31	27	47	33	20	36	12
"g10772"	7	4	1	4	9	5	2	4	8	2	15	0
"g10773"	16	33	5	21	35	13	7	8	47	4	16	1
"g10774"	15	8	5	6	52	7	9	16	11	1	7	2
"g10775"	0	0	0	0	0	0	0	0	1	0	0	0
"g10776"	0	0	0	0	0	0	0	0	0	0	0	0
"g10777"	0	0	0	0	0	0	0	0	0	0	0	0
"g10778"	1	9	1	0	0	0	3	1	5	1	2	0
"g10779"	0	0	0	0	0	0	0	0	0	0	0	0
"g1078"	3	0	0	0	0	0	0	0	0	0	0	0
"g10780"	93	88	65	30	99	102	51	126	101	27	85	19
"g10781"	12	1	13	4	9	9	4	9	4	5	8	0
"g10782"	0	0	0	0	0	1	0	0	0	0	0	0
"g10783"	38	40	67	24	45	44	15	59	49	16	41	4
"g10784"	1	8	0	0	8	1	0	8	0	0	1	0
"g10785"	0	0	0	0	0	0	0	0	0	0	0	0
"g10786"	0	0	0	0	0	0	0	0	0	0	0	0
"g10787"	109	134	47	48	95	111	63	111	110	31	114	25
"g10788"	1	1	0	0	0	0	0	0	0	0	1	0
"g10789"	14	7	3	0	8	16	4	14	11	4	3	0
"g1079"	0	0	1	1	0	0	0	3	0	0	0	0
"g10790"	111	143	96	34	181	154	98	184	184	45	159	37
"g10791"	21	12	5	36	23	13	16	17	35	10	13	8
"g10792"	20	36	26	13	33	26	14	47	30	27	33	4
"g10793"	20	19	17	11	27	14	9	17	24	13	18	5
"g10794"	0	0	0	0	0	0	0	0	0	0	0	0
"g10795"	29	24	9	5	46	32	21	51	30	17	30	2
"g10796"	235	322	111	79	185	173	161	259	120	103	235	24
"g10797"	0	0	0	0	0	0	0	0	0	0	0	0
"g10798"	9	31	19	17	33	35	12	30	11	4	43	4
"g10799"	0	0	0	0	0	0	0	0	0	0	0	0
"g108"	38	66	71	32	49	59	33	51	56	27	46	8
"g1080"	24	16	13	10	12	34	6	17	20	11	14	1
"g10800"	138	218	82	82	180	175	77	215	138	62	203	26
"g10801"	0	0	0	0	0	0	1	0	0	0	0	0
"g10802"	62	37	33	19	50	44	12	37	37	15	56	8
"g10803"	33	53	31	24	89	66	38	57	64	20	76	14
"g10804"	0	0	0	0	0	9	0	2	0	0	0	0
"g10805"	8	0	0	0	9	1	0	2	5	0	0	0
"g10806"	25	47	30	16	25	40	42	59	13	11	38	5
"g10807"	0	0	0	0	0	0	0	0	0	0	0	0
"g10808"	9	30	6	13	12	18	19	13	7	32	16	8
"g10809"	4	3	1	2	0	1	3	0	1	1	6	0
"g1081"	9	18	5	12	6	4	9	7	13	2	15	4
"g10810"	0	0	0	0	0	0	0	3	0	0	0	0
"g10811"	272	271	176	185	340	318	205	306	240	90	295	29
"g10812"	0	0	0	0	0	2	2	1	0	5	0	0
"g10813"	0	0	0	0	0	0	0	0	0	0	0	0
"g10814"	83	81	49	22	65	55	34	74	63	16	70	9
"g10815"	39	44	33	12	34	30	38	64	35	18	51	6
"g10816"	4	5	1	8	3	13	1	10	6	4	2	0
"g10817"	2	1	1	2	1	0	1	10	0	0	9	0
"g10818"	22	13	1	11	15	19	10	23	29	2	15	0
"g10819"	292	439	290	180	506	429	255	416	276	134	406	85
"g1082"	1	0	0	0	0	0	0	1	0	0	1	0
"g10820"	63	75	89	74	92	111	63	98	98	25	96	19
"g10821"	0	0	0	0	0	0	0	0	0	0	1	0
"g10822"	39	42	18	23	58	56	15	46	34	25	67	13
"g10823"	4	5	5	1	5	1	1	6	4	0	7	0
